uid,firstname,lastname,registration_dates,registration_country_code,email_domain,userid,device_hash,card_hash,ip_hash,transaction_hash,application_hash,device_type,card_type,card_country_code,ip_country_code,transaction_amount,payment_channel,transaction_date,transaction_status
3606692836967199,plint,espinossa,2021-08-10,250,gmail.com,2021250836967199,6f0da601defaa281af598d8cedd80044,2d3b616f12a1bbc1d965087cbfbb9099,b20fc8cecafe5e4120e1ff7770de6644,a942f2badee5154906718330b5dcacfc,a439d08adda9e452214aa302148e9a71,MJO-693,visa,724,703,0.1,worldpay,2021-01-31,successful
4987078510542169,tyler,ouellet,2021-05-14,642,gmail.com,2021642510542169,14abced5a25cae4f9f03dcbbfab4eba5,14ac6c39e41c148975b1ae10034edc60,c25b1102408d88a33c9a8c4e358327ae,c09b7b1b3a081fc20575b8fa50e4ce8e,a6c6223338735d51ca3c6a394d4bebfe,CAV-863,mastercard,642,528,9.46,adyen,2021-01-31,successful
1864228920743461,janie,mapes,2021-12-11,191,yahoo.com,2021191920743461,3e493b2ac02c98588216597413865b49,49aec82da003211d34f3be23ec0b2e74,d6cb8afd5adf7caed76c44b4a6c99590,fce3e884995921c46166cb4b3d99f81b,4f0f2f5eb84657b8b80d2e45a58e1a16,TKA-816,visa,380,276,3.75,paypal,2021-01-31,successful
3954106560792152,olivia,minio,2021-03-12,300,yahoo.com,2021300560792152,fc13701bd7e7e800623678c38007fbdb,aebf127b7f701d5e3f508a40cee223e7,4e5f87a1bb88a2260911cc099da7a77b,e2995a8c38ddd499e62a09e088a9de88,8fc8f324c490c0682686a9e11c736fb4,DKG-058,mastercard,616,826,14.07,paypal,2021-01-31,successful
9385224271050113,visitor,harwick,2021-01-14,703,hotmail.com,2021703271050113,31089d27e2daf8c1df29b55979a752c3,eb5bf36946cbeee97f9fd2e97e76acca,533d40c5fa89371829690289029ea884,e2995a8c38ddd499e62a09e088a9de88,6064e3444d04473d2c8ef1a75469cefe,WKA-409,visa,233,826,9.72,paypal,2021-01-31,successful
8829137124322069,kathi,mangum,2021-07-06,276,gmail.com,2021276124322069,1f0d06655039648ef16c3b8c30083073,2428173153d7cd70e805e013add8480b,b53469ea774bc6a41a7c9d0738e8c3d8,5f1a92832c11648c30d77041d4ac648a,0ba40be8b3f31b3e5e188c270a4aa8de,YTG-864,visa,250,804,0.14,paypal,2021-01-31,successful
6794749402582778,altilano,orillac,2021-05-06,826,hotmail.com,2021826402582778,a08e5fdb805482bd33376f245f3adb62,55b3cdaafcadefb5e9a0dd42d95fe181,b21f157130ade13f2ded2fa0f9c7bd99,0eae7e7c652634c6ba98792d7a56abe8,37c098107f0d31cd1b0b26214790f4be,PFL-927,mastercard,724,578,7.44,paypal,2021-01-31,successful
6672127540129513,mareen,lyall,2021-07-17,276,hotmail.com,2021276540129513,ad7215b02215186b44e8fcedb6435ac0,8887cea7e3ea506e733935843593b6f9,8707a2c4f5db8c930f48430be5b58b0b,f217ce1d16eb5416b93811e8b546d2ce,17599f3f48ecfb5dc91c680f70f9c90d,DKG-058,mastercard,100,380,1.85,paypal,2021-01-31,successful
9514879669003510,ronja,roach,2021-05-16,276,gmail.com,2021276669003510,2cdf20cb82faf3b0d1f4a1db102b21ea,b24cbbd7dca66b317d92fbeeaae751db,0ba2c839db6115171f832718d152dc6f,d5835defe92e5e296173ffbd562656b5,af687ddb5762fd185af469e15419c270,TGA-235,mastercard,276,804,0.09,adyen,2021-01-31,successful
1033281498663152,booking,betz,2021-11-06,642,hotmail.com,2021642498663152,16efbafc726b8696b5d37ec4ace742ea,cf6b21ea1c837a1d6c204968ab39762f,199253e8300f498106b04948fb819f83,27a4126bc3647ecd90fcf57533f89938,c021f90231f07b8822da635bb18a91e6,PCI-529,visa,380,756,0.03,docomo,2021-01-31,successful
2044775424712433,olivera,castanares,2021-12-26,826,yahoo.com,2021826424712433,6154974c4df85b908b4198bdad02a40c,8aff8759cd58f5e979c01970dfd530e3,d539c2ca1616b11925d5821c1ddb6ede,48a4a342653b652cafe3611690fc466d,905064c6ed9745b38436e2b1ddc7b4ca,LKW-062,mastercard,826,100,4.83,paypal,2021-01-31,successful
3525758348714548,wyatt,baltzley,2021-12-09,804,yahoo.com.br,2021804348714548,3b725a3f43fd869379fb1ececeae81f1,39d2991e4709e9e264c9449b55eb6f06,dada2cb02e20207619f610a8c377e5be,335157a4e97f08d5721d583f532a3d97,0ea406bed09da13562ba0f0020f2c78f,CLO-104,visa,498,826,1.04,docomo,2021-01-31,successful
2419042338504630,marco,carreras,2021-10-06,826,yahoo.com,2021826338504630,fbe1e4205acff1648792e2defb4a2640,7d64edb89a30e422e098fd8a3a14c76f,de92ba979be386def8710a15b4ac7a12,c09b7b1b3a081fc20575b8fa50e4ce8e,885383713d1d4ce0150b755a3205b692,GLI-136,visa,826,276,3.27,adyen,2021-01-31,successful
4739996025800147,elia,sweet,2021-08-22,616,yahoo.fr,2021616025800147,673ad5edd24a2d51a115910a8b05fb05,943f6fe2fd5e913247f78393f4e35792,5a9e508d943d90b2d7ed803e75d6d1ef,5f1a92832c11648c30d77041d4ac648a,b30507c3a6acdc581b135d2092446580,GLI-136,mastercard,276,724,0.05,paypal,2021-01-31,successful
2690399872289483,picazo,baldasare,2021-04-01,752,gmail.com,2021752872289483,917d3cd5e38b815a7e8314e710e990d2,aab6fe368dc9bfdc83826465dcb3b320,e559475fd79f93e128310c4089611d28,fce3e884995921c46166cb4b3d99f81b,5d54147869f37317373604829be4c183,FYU-926,visa,804,724,1.75,paypal,2021-01-31,successful
1930947610507748,ezequiel,cardinal,2021-11-09,804,hotmail.com,2021804610507748,803db969ccf04f3f990db48cf1727546,170c6f1cfb9723d99ce0f3a3aaaf3291,07c2641a387098c32cd4f44dbf760d95,05716710b797722136f9a0e21faf6af3,5815f53eb0c0008b9e64b836026962dd,WTQ-690,mastercard,642,724,0.01,adyen,2021-01-31,successful
9887439262234780,selin,naum,2021-03-14,616,live.com,2021616262234780,cf018ff032e7dc793f49190cb7ebfcae,ea0ad9b79703e6bb7f0f566c554520da,ace2e2c2fe3a1ec272a49fbd12c14ab6,be8ecd5a241c1922e296da160aa8ae09,7eb7f685db51faec4ed0dd4b60353a33,TKA-816,visa,724,804,2.12,docomo,2021-01-31,successful
2060969539088177,greg,santo,2021-11-23,276,hotmail.com,2021276539088177,1f553aa27b178f5448c49b24e185923f,bf4dd902710bac06184392184961a7d3,68758adc15b1e211739ba1a682de8dc8,27a4126bc3647ecd90fcf57533f89938,619a402316a5739614250f11077016f7,ARF-920,visa,250,56,2.45,docomo,2021-01-31,successful
4117376505847821,anais,bernardini,2021-09-10,276,gmail.com,2021276505847821,8076aff24139221fcdf3c53edee6570d,b7bb9edd2fa8f2812aebcfcfb10281d1,57ceace6922766093afd16e8df050321,bc37b75f7c607914f7d94e95716ea4bd,64d74f6ec5ee52d0d9702306e006064c,ZFY-670,mastercard,804,250,0.08,paypal,2021-01-31,successful
3008153987984512,mathy,patrick,2021-10-21,616,gmail.com,2021616987984512,c26ce0cad582cc241f46a35e43fab7e4,f3b504b107d254a4b7a50d8b8cc8f147,7c580793f415f1b2393bdc88b3cb8e3f,335157a4e97f08d5721d583f532a3d97,eb4f6c4fb63e0bea18683ee497c10aae,TKA-816,mastercard,276,250,1.34,docomo,2021-01-31,successful
2176050028238111,ancelmo,diamant,2021-01-01,724,gmail.com,2021724028238111,ba38e6ad070de25eeca9841d627b5118,10216ac5dc13500b5eebd12b29314e93,643d48a6cbd56704fb0bc26f16c293b8,d9d307b70be0f03e4a2ee4e9e062fd92,9b4ee97dd6ac740f5c3a7d2ab3a510fd,CAV-863,mastercard,380,250,19.92,paypal,2021-01-31,successful
4161693379464443,carmen,ceballos,2021-11-26,642,yahoo.fr,2021642379464443,17ba55bc79f3eb9b6cdde3091058bc49,808a59ea97882be7b3a44dfcf8b3c2c3,2e233ff0b7b82b419126aed9463ac196,bc37b75f7c607914f7d94e95716ea4bd,7afe80360752f75ab57c2bf8efc178aa,TEY-412,visa,616,528,0.28,paypal,2021-01-31,successful
5788276162746993,analia,colin,2021-09-18,826,hotmail.com,2021826162746993,713c1581397c34498f7ca34398716c2f,8d5d47d75ba2bfed5859df311ae3667a,a60359940c20ecefecb136c92d47c286,7688ae99ed8bd21ad3df925c9f4df623,9df651105d352d241a6fd1a7fdfaeec8,BTM-467,mastercard,703,620,5.74,adyen,2021-01-31,successful
8977796930990459,christina,romaneck,2021-12-23,498,hotmail.com,2021498930990459,70fba411756ea3751bc69a374ab0dba9,69b361d7e8a5e64278f65c108672b5cd,ad5ab345a7fc7c4d9832bef3b13d0e59,d5835defe92e5e296173ffbd562656b5,e0dc2fb109b8f530b7a80cf3d08f9b5d,XDV-275,visa,826,276,0.37,adyen,2021-01-31,successful
2387510875594245,lachlan,henson,2021-04-25,191,gmail.com,2021191875594245,84f1a190ae2ffbfeda34ab3970b81094,c7335b27836c3bb5ee4dc3d17a0a5602,9dc6a0c4b23bb777d13605f91f7cafb7,fce3e884995921c46166cb4b3d99f81b,8050a13834ae1fd8cdb7de5693a59766,XZG-064,mastercard,250,724,0.02,paypal,2021-01-31,successful
12762007976489,victorino,patrick,2021-11-06,250,gmail.com,2021250007976489,68adcf1e6b560736268ef5b8922b4dfa,735dd63f77be9d6f77248ab093cc93bb,aa109796e47598f74e1c3a2278c6dca4,27a4126bc3647ecd90fcf57533f89938,1506bccacf3590dad8eedde2f64ec106,NBT-391,visa,100,380,7.44,docomo,2021-01-31,successful
6357753062160869,milton,tiberi,2021-06-01,804,hotmail.com,2021804062160869,5220e5e0c7329743b0c45cd3fc80fdcb,0a4a87e581592c288cd54e0f556c7485,a63180f818a9628335b963d066134354,27a4126bc3647ecd90fcf57533f89938,7fb826279410d8c85e16dc6e4ee8ee26,RPK-681,visa,276,724,0.3,docomo,2021-01-31,successful
2490372674495600,christelle,mcintyre,2021-05-21,724,comcast.net,2021724674495600,a35d0a39068f08e538486bf9ef212f6d,f943fcb1b27e0b9639e20d6741153788,c715b8cbf414aedf8f689b09bf0a7062,e2995a8c38ddd499e62a09e088a9de88,5c82560fc42ec67645a5c086f9aafddc,KRN-561,mastercard,528,616,6.93,paypal,2021-01-31,successful
9641668463339679,carin,cherry,2021-07-26,724,yahoo.com,2021724463339679,281e65d3ca7b93e81be10a1a52b7d94d,649502a5ef2dd2292214d859c0348ffc,f8fc8bb04394abfba41cc09606a8c17c,4325082300bf2b6f3e17bee3347b5a4c,cd0d718e6f313225f6a7167cfa395131,HDR-249,visa,616,380,7.76,paypal,2021-02-01,pending
9718440138328828,clemens,dosso,2021-05-01,756,hotmail.com,2021756138328828,c96b652abe8f57e683c02924f8315eef,f712f3fefb325170fa6e84de717040ed,210bc1241b6877ee75b737b0c6d98201,67d3f20b1c27951de957829cb34692e1,ebede88ada8204c78a1316bcca2ffb1f,WTQ-690,mastercard,620,826,4.38,adyen,2021-02-01,successful
4628219116841200,skyler,enbody,2021-06-12,724,hotmail.co.uk,2021724116841200,b6b3ea04ad4db80ac2c7d8a286cf9207,891791f0e9b407dca971f6b02b9aa75b,796bed322431775c79b6537f707321d8,8d8317fab86da39140239e8d3e2ba730,5c56fd564a1b1a72b66955e65e0b6834,XZG-064,mastercard,250,300,19.32,paypal,2021-02-01,successful
7121981272590432,royden,guffey,2021-11-09,616,yahoo.com,2021616272590432,70b30730219a4f4c1be94bd150bd83d2,242742135acdda8f053c304a55f7e3e3,47f9425a7dbae04c181a4fcafb691c71,347938874561fee2314ebd6e91a41d7b,23bf07cecc6abed1226787f11d059bf2,RPK-681,mastercard,40,498,13.13,docomo,2021-02-01,successful
2794810525206870,warn,mbakam,2021-10-13,250,yahoo.com,2021250525206870,12a6f0fe576fcea698d1e16f9f540005,42ee21a2e950f698c9c9da38df0f3b6d,8d5f68f4d58dc1215a6fb534a7adb29e,67d3f20b1c27951de957829cb34692e1,2811e5de940a6539c2f8892518859448,YTG-864,visa,442,208,9.04,adyen,2021-02-01,successful
5659268320827286,tedda,goebel,2021-11-14,300,cox.net,2021300320827286,0aed51f11873c921ce747708ee5b3127,943f6fe2fd5e913247f78393f4e35792,54a9cf15fdb54c5512757d53e85d867a,4325082300bf2b6f3e17bee3347b5a4c,8ee4a14cee791baa0169254b96d27f65,VWT-047,mastercard,276,112,0.04,paypal,2021-02-01,pending
4224761127261904,mackey,schubert,2021-09-21,203,web.de,2021203127261904,bed54c14b05e325fc4f167a66ec14328,26bde492dce4d4f847657a3ae979841d,dd3aedcc3efb93019009c05f74feaae0,416368de4e9b6e7e3076c1bbd1beb483,35c4bbf9607d69306eeeda8d7dbeeb54,RPK-681,mastercard,348,804,0.02,worldpay,2021-02-01,successful
6195245862858823,casey,sherine,2021-02-12,112,gmail.com,2021112862858823,07342f7a34b2f9b585c2640d56f058e9,08bc5ee690f4f61d7990f9e2da5e4d32,412adb16fe30c4ab56ef8b9110782969,67d3f20b1c27951de957829cb34692e1,3058ba8279ac8cf265ead534c7dfb2bc,GLI-136,visa,826,724,0.03,adyen,2021-02-01,successful
4800992147401028,harris,dimas,2021-05-15,620,hotmail.com,2021620147401028,416d2fc52e582ebf48f9549c128decb0,930e32e5e057646750646c8b26d068b6,2ceda2cd1f991a3ee685f40a25059355,9372bdaea00b7406299c819e1c32e3f7,604e4c072b1a7657b5fb0f30e65536fd,ZFY-670,mastercard,372,100,0.18,paypal,2021-02-01,successful
2223846218199822,aracely,ingram,2021-10-06,724,yahoo.com,2021724218199822,7275a0d9e083943ac4404822a45add74,7a6da72d2788fb8af8c47df0592abf9e,9311501aee5835d9548ae9515a6d8ce5,67d3f20b1c27951de957829cb34692e1,f14c0ca27b8d61e29da5c35a62ffa497,AHS-760,mastercard,276,250,8.69,adyen,2021-02-01,successful
2046315432715433,tarah,mutio,2021-03-04,233,gmail.com,2021233432715433,1fd8a61195ef729490b6c0e7cef09371,f7ac210274e604f9ad7a82805b2bd5e2,e5a5a661a3e46cbf1c6f47d202a3dd72,d8c673b675219c9ff60cf5d09d88b000,28b6160d75cc61c64c5b4f6cce707860,YOA-715,visa,528,826,12.11,adyen,2021-02-01,successful
3382887287628253,matteo,wulfers,2021-05-15,826,live.com,2021826287628253,13d97111736fa2d59c6a344735b170dd,348f4bf0899b3727a9e69d533af9c538,83a292f748bf1925b99f2461c24055a4,416368de4e9b6e7e3076c1bbd1beb483,cadbe19854dda8752f714652114ba78c,MZE-563,mastercard,804,756,0.05,worldpay,2021-02-01,successful
9399164675770191,alissa,mctamany,2021-11-14,724,hotmail.com,2021724675770191,5eb7e8f43af7b9fcc95d9fe6556dcf91,2093a8709dc3fd503df4c574190a7864,686ccab881934818c599543a9bd41e4a,295ed4bab895284866018fd1f7aefba0,74f471538bfd155e5a4426fe183ac463,NBT-391,mastercard,620,250,22.15,paypal,2021-02-01,successful
1615248853750957,ceres,baldwin,2021-06-18,276,yahoo.de,2021276853750957,b3ceb2d184ef066db457a2ea56f2047e,197ebe05ecf79e7632774c70d1d42500,213bd145c3119223af2d0a5419c4a447,9372bdaea00b7406299c819e1c32e3f7,94fcd5feea636a56865223f095a7efa2,JHV-519,mastercard,616,688,15.82,paypal,2021-02-01,successful
7261311303559120,latricia,gulisano,2021-09-25,276,hotmail.com,2021276303559120,96f26108232b181da4bcb37abf5a0a84,fa5049cdab25756ec697a3a7f6813402,7f759d69a7cb7cab534defb3b2e39f38,e8df37b0d66e923c66b08f1c59dbe40a,45a54acb312e1a6af02aab97a988277a,XDV-275,visa,380,756,2.53,worldpay,2021-02-01,successful
6945909842035756,shelby,whitehead,2021-02-24,203,yahoo.com,2021203842035756,0f3213bfc99226066325be86a8c4bc2b,c367586e70bb38459a7c1a7e9742ad94,bef432c737250dd04aaa4d1d9c59a1fe,295ed4bab895284866018fd1f7aefba0,b80e8c95feca394ac6162d478d90f76d,PFL-927,mastercard,276,826,2.76,paypal,2021-02-01,successful
9708890778374154,mannix,kundler,2021-05-03,250,gmail.com,2021250778374154,b04a62c0908b86ffd6b2cf9d56d884f4,2aa11e25b9879bc35d316998ac267c18,9909e3ca5f45658b0f74312feaae0f58,9372bdaea00b7406299c819e1c32e3f7,0ff4d3a7952e116ed5e03c27dcdee731,SIL-106,visa,276,616,4.67,paypal,2021-02-01,successful
4739996025800147,elia,sweet,2021-08-22,616,yahoo.fr,2021616025800147,673ad5edd24a2d51a115910a8b05fb05,b1bcfa98949a3dfa7c2e5957d8779c42,452709d8db78e4ab3f02f68904434976,69fb49fb8675b865e1244143910753f8,d834095556f6ff9102723477baef4dae,GLI-136,visa,380,40,4.61,worldpay,2021-02-01,successful
6496341395013023,precious,natanael,2021-02-01,250,libero.it,2021250395013023,36081b54be26365599dbb647979699ba,5cbd1f4aed0d7120d63b2f031a745d48,dfbf123836b4523b87df8cdbc284b88d,416368de4e9b6e7e3076c1bbd1beb483,a9c9e41f602ec2977ae40d4555065b4f,WIX-794,mastercard,348,276,0.12,worldpay,2021-02-01,successful
8915968322859784,hair,lange,2021-08-12,642,sfr.fr,2021642322859784,45f31c29bacb1ea452355d0606e13eee,1f231e0c8bbe44f0d32475b1309338e1,43fceec90580d9e441cfd69215faef13,ef7b55d155c4e69ab6b3a5a70694cbed,1e789e65fccf55bcf43e9ed2fc85d42a,LKW-062,mastercard,826,372,11.53,adyen,2021-02-01,rejected
1088886609584284,mahan,andemariam,2021-09-17,724,hotmail.com,2021724609584284,fdab8378457fa5e66ab8960e1de9f065,d1d951ab2d57a07734423b5290f7ceee,9287b2cea1c57f60816b3328a0f18e19,317b176f5e72ed9cd3977d2995fd2537,379b64ffb7181cd71fded2beacbaa9ac,BTM-467,visa,528,372,0.69,worldpay,2021-02-02,successful
5602792432509403,jhn,and,2021-07-18,826,yahoo.com,2021826432509403,1e59537a245c0924ea3768fde790337d,8401a7476005ee1b8a70386fc7718a39,c31213f6baed0d58d69d6956dce9a586,4a28cde704dc9403dcff54649e0088ce,a2c96f15544abb69bff401a8a8d68983,JHV-519,visa,203,826,14.91,adyen,2021-02-02,successful
8315709923407983,zeinab,lansburgh,2021-10-12,616,hotmail.com,2021616923407983,827002b018a49cb76b93011df00f9f61,061e1d505efbc493fae4be078191c648,25432d7317710641663ae563aa954678,8fa453ca958e625df85a77649bfb9048,7770fee1d1697e7198b8516e5f7d9646,TGA-235,mastercard,380,250,9.15,docomo,2021-02-02,successful
859402051948671,all,lansburgh,2021-01-07,620,yahoo.com,2021620051948671,e76ce7a3effd23e5b0a571fb03a020e1,deec7ec313bd9b584cbd6b2f82d2f0bc,41e5c8a258664ffaea337e0c729fc8e8,0708b1d0b8f1b1371273769ea76cffd4,77f16afc6fdc523dd95b7122f4e6ce45,IKW-493,visa,756,380,0.0,adyen,2021-02-02,successful
3699073395403959,rupa,bike,2021-10-24,276,live.nl,2021276395403959,a1afc6b44f061804236117202071d16d,2093a8709dc3fd503df4c574190a7864,ad13cb79cd03c53a76c6a86f9f3abf96,e4699e0c8747c5255f54f9bfc825198e,73b09619ffea1f2dc8d0bb683bc03492,VIL-034,mastercard,620,276,3.43,paypal,2021-02-02,successful
5389626928103427,alain,hedeya,2021-05-12,191,gmail.com,2021191928103427,485cf29c8f061ff007619e90ced8a038,72d7bcbad2c2afa156255df69f673210,ac82febdc5f0ab4e4c5887853f3bc108,d2aa520b3a25d0121cc7732dfb9af519,a16c7558ca8b105e6b3b826baf6b1a30,VIL-034,mastercard,528,276,6.22,paypal,2021-02-02,successful
4798083158139931,mikel,ailloud,2021-02-21,804,aol.com,2021804158139931,228050b2c804a73d74c34a65dc235d34,01ba8105b892931dcd1a91c6a255f3d3,fe7b06ff4d641cfa442ee8d380ca9c09,2408fc7b316a1264ab2ec33c7d2340fd,39790f74d69cdd75c4883074b242bfc9,TGA-235,mastercard,348,756,0.17,adyen,2021-02-02,rejected
677577737836512,leno,bogert,2021-09-26,380,hotmail.com,2021380737836512,8a1715a6ef1ed07310069783b4c3b2c7,6e33b84bc0e8ae00f8edd3c60cc2d0b8,ec361645682c86e8fe0a6a32d09bd8ad,6d301fd908b7ea6720f273eaf01be4fd,cfa155616c631dac542c4257699f7dc2,WTQ-690,mastercard,616,352,0.06,docomo,2021-02-02,rejected
8390674895529258,shari,heggle,2021-03-10,620,gmail.com,2021620895529258,47cd8205dc5769f95bea060e3e31a594,c68140dec5b6d9ddbee3780621b70385,97237345524f80ef8c28425d69f6fcb6,0708b1d0b8f1b1371273769ea76cffd4,3f29ac5a85d7ab8316a86a0844ef71f4,WTQ-690,visa,804,616,0.51,adyen,2021-02-02,successful
2204732033724684,ama,jean,2021-04-16,276,gmail.com,2021276033724684,4540ee464c098c872447f4da473ea946,284f1cddd079ce13a99f947550066fbb,2db11a379e12b839bb529631c2fb9404,4a28cde704dc9403dcff54649e0088ce,7ead55dc5e010028f786e5c94c49f14f,YOA-715,mastercard,380,380,0.17,adyen,2021-02-02,successful
5699298082973483,enfermero,salluce,2021-04-26,56,yahoo.com,202156082973483,eca9da6f981c8c688422a29aa62cc87b,b10d356f3c56bb3ebc302ecf55edcd7a,29ec7e72d1b4064ae8ae71ee4ddf989a,0708b1d0b8f1b1371273769ea76cffd4,454caaf7514173c86d46149d99981eac,TGA-235,mastercard,112,208,0.01,adyen,2021-02-02,successful
2741994716957512,rizzo,lian,2021-02-18,380,gmail.com,2021380716957512,34179bcdd572ce71761151e82bf768a8,4ae47a0b4670e525d5d3d4713fec1894,05cc563fc3b1d99e23e11aee2c2954a6,4a28cde704dc9403dcff54649e0088ce,20527a0a542758bf11dcb1b80a8e1e85,FRZ-165,mastercard,276,724,8.43,adyen,2021-02-02,successful
8630887224201946,amber,chechik,2021-05-29,826,hotmail.com,2021826224201946,04874de2bec360ce6cc893e9a57cc926,11a78129ccf94afa5419c2dc2e5127ef,f12331fed6a44d7e93a4ea175dbfdfae,b78b70c6ecc01bf737c4c258c4e9a4dc,4faf698cf3a723f2dbd2a193753a5ba4,CLO-104,visa,380,380,0.7,docomo,2021-02-02,successful
3699073395403959,rupa,bike,2021-10-24,276,live.nl,2021276395403959,ed1ae9bee62796862a6cbff191d8cfb9,2093a8709dc3fd503df4c574190a7864,024a226bc6d7fbd6682be068c4928e7d,6d301fd908b7ea6720f273eaf01be4fd,510b1f50d987f5592fee990faad837c0,MZE-563,mastercard,620,620,2.48,docomo,2021-02-02,rejected
8528642625699498,philinda,lancaster,2021-08-01,826,yahoo.co.in,2021826625699498,fd239eedfbc24f84711f1237bc01fb25,c9612f3ed62fcc0439bf03b2a526634c,b080e8d213b8eda2748f84c8a30f0619,3cee4451f359d7947165ad53c4674a3d,e1444293a3c0e5224a3adbb9b2963c5a,XDV-275,mastercard,276,276,8.53,paypal,2021-02-02,successful
4875358501728517,lorna,khanna,2021-10-26,826,hotmail.com,2021826501728517,19e7b78b69377dc8ed2899487c31e5d9,b032c2b1afd39a22a11d4efad50150ff,73fe0742037555045ef6d8badc31f08c,50d485cf9be4d7ff6a27ebe1673fe5f2,7409047f6df6a424512bb86f4c8cd6d7,KFT-864,mastercard,208,380,4.56,adyen,2021-02-02,successful
3893462178016781,didi,levin,2021-05-15,428,yahoo.com,2021428178016781,1b442cd5e0e1a64192d28a30fcd2efb1,0f0c5abbbaf424a387bda71bf089f375,e72c4008d9e382516c1869e0d2776028,6d301fd908b7ea6720f273eaf01be4fd,6fe8e2148dfd622d1211876746c09535,WJM-987,mastercard,56,380,20.32,docomo,2021-02-02,rejected
6597631605700939,dreghorn,innaccone,2021-05-14,826,yahoo.com,2021826605700939,c45a3acba67343c91a9b144d26ad0482,6772256d8f2ea4e96f147500576ec675,1948e4b51a55880c6bea6f0ae883f32a,317b176f5e72ed9cd3977d2995fd2537,b4eb19c426750742cc510c12ab688f9c,NDL-805,visa,804,8,1.08,worldpay,2021-02-02,successful
7985639390848479,tips,taplin,2021-01-27,250,yahoo.com,2021250390848479,b9c6afed8ef0ab6503dc8b022626b17b,25762b7b891130d018d7b8653feae9d5,e8d5007d43429d15393dc9410b71fbad,b78b70c6ecc01bf737c4c258c4e9a4dc,6c4b2c8be27aa26fe86996d08cf910d5,HWU-853,mastercard,250,208,6.53,docomo,2021-02-02,successful
9918558354115974,sue,gaedke,2021-10-11,804,hotmail.com,2021804354115974,3cd965f7c6616460440c6a69b6cf8b53,e8f269773fb5ce758581312e51815c97,b06ac33324d6097dce4410ec6dd0b01c,f1530531e5155056e676d21620283612,393c570438fe19662ed0bb81e26cc7cb,PCI-529,visa,804,70,0.7,paypal,2021-02-02,successful
5238651388755028,vicky,kasumov,2021-09-12,250,hotmail.com,2021250388755028,dafb0f265e9d8f26b5921472393a2d7e,0d714e1dfa6ad5807add4a6464de3bc9,4b5fca72b9ff80b21a8f7cf066bec40e,4afd221d64c38edae5375058b282d209,2c620280f700f2a8847ffa668c3b450a,WJM-987,visa,688,804,4.29,paypal,2021-02-02,successful
5338944717648647,lyndsay,masiero,2021-09-25,616,yahoo.com,2021616717648647,053d09f6aba5cd88d49308ff0dcfb8fa,be17e10ccd65b74d9eb7032bb0b15c38,a308745d78a290826dfa892710efbc25,d2aa520b3a25d0121cc7732dfb9af519,adbcfc1edfe53ce4a8e8ddd5907adda6,WJM-987,mastercard,616,380,3.23,paypal,2021-02-02,successful
6821400902938378,emigio,okabe,2021-03-10,276,hotmail.com,2021276902938378,24619a5593ad235cb57398a62bc66631,5513295d6ad54d9268859a351511c711,213bd145c3119223af2d0a5419c4a447,317b176f5e72ed9cd3977d2995fd2537,e99b3d3a1b3d0c7911f4794692fac41c,TGA-235,visa,276,642,6.12,worldpay,2021-02-02,successful
3866703505534266,conway,philippa,2021-04-01,250,yahoo.co.uk,2021250505534266,dd4ec32d515b13409c56208fb5c77e92,7444c5b7cd666074580b61f66f54aec9,586ba9f69692d5d2ababfb351cb5a8af,3ac8ea3d03d79a609a261bb89b5d1652,136a76f080ac920cc246d91f6f87c254,TGA-235,visa,528,804,0.16,docomo,2021-02-02,successful
1084580947927995,shashi,miner,2021-05-18,804,hotmail.com,2021804947927995,93986e003dfb29a96e59da044b93e1bf,05fb67021d4a398ceb68fe15853668f1,d17ee2bb1653e1e532e56a9f86b6fe38,b0a3fb1872dc0286430131b913f97d9c,43057d333c12f2b64f99ee38603a8710,SRP-643,mastercard,642,276,1.74,paypal,2021-02-03,successful
3382887287628253,matteo,wulfers,2021-05-15,826,live.com,2021826287628253,13d97111736fa2d59c6a344735b170dd,9c07769da09328c1124249ea394dc58e,af6297740c41a2cf3b46e5f913814cf1,e41a35016cbf8d0602348a8d0aea9210,cadbe19854dda8752f714652114ba78c,MZE-563,mastercard,807,276,0.05,paypal,2021-02-03,successful
3878466248971428,ian,vignola,2021-09-03,804,yahoo.com,2021804248971428,cdfe01286ca2413548b8dded50b0707a,63c4d46a05414fd94d81f1936ffa32cc,6a3c1648f78d304263d3b637f6787e98,65964196509ad95716c3d7574c9c0ff0,134a2e8c0a1d68a6ea7bd5c424c15cbe,YOA-715,visa,203,724,10.4,paypal,2021-02-03,successful
7916621845740751,tamara,bonno,2021-06-03,276,hotmail.com,2021276845740751,862b7a28618adc64a14e8d7756950d7e,f10db87247b50a18bbf1db08d6f44a06,5540b1ca5aacbdeccd173ffc40327605,261d26151c1f304bd5ed068c486aa30e,11fd885bdfc98ba3a995b5b3b89328e5,UFC-752,visa,40,56,0.01,worldpay,2021-02-03,successful
7255061691480201,rebeca,rorell,2021-11-26,276,yahoo.com,2021276691480201,aa2e55a7f0c0f6772e82d2c49384bc28,43b79b6d468201be6bb9fe642b305bee,d73b06b182518f639778a712d9b1f90d,b0a3fb1872dc0286430131b913f97d9c,5c82560fc42ec67645a5c086f9aafddc,YXF-827,visa,752,804,6.93,paypal,2021-02-03,successful
